datetime,oveFan_u,oveHeaPumY_u,ovePum_u,reaTSetCoo_y,reaTSetHea_y,reaTZon_y,time,weaSta_reaWeaHDirNor_y,weaSta_reaWeaTDryBul_y,rewards
2023-10-15 23:45:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.48252141244166,24882335.0,0.0,287.3872129290445,-0.0011302126743532239
2023-10-15 23:46:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.4807958316926,24882365.0,0.0,287.3766503393454,-0.0011302126743532239
2023-10-15 23:46:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.4790986225977,24882395.0,0.0,287.36621271492413,-0.0011302126743532239
2023-10-15 23:47:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.4774462429675,24882425.0,0.0,287.3559048474473,-0.0011302126743532239
2023-10-15 23:47:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.4758526597037,24882455.0,0.0,287.3457315285815,-0.0011302126743532239
2023-10-15 23:48:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.4743289175068,24882485.0,0.0,287.33569754999354,-0.0011302126743532239
2023-10-15 23:48:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.4728836708829,24882515.0,0.0,287.32580770335005,-0.0011302126743532239
2023-10-15 23:49:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.4715256543043,24882545.0,0.0,287.3160667803176,-0.0011302126743532239
2023-10-15 23:49:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.47026196840875,24882575.0,0.0,287.306479572563,-0.0011302126743532239
2023-10-15 23:50:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.46909827140684,24882605.0,0.0,287.2970508717528,-0.0011302126743532239
2023-10-15 23:50:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.46803919261583,24882635.0,0.0,287.28778546955374,-0.0011302126743532239
2023-10-15 23:51:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.46708869746,24882665.0,0.0,287.2786881576324,-0.0011302126743532239
2023-10-15 23:51:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.4662500122345,24882695.0,0.0,287.2697637276556,-0.0011302126743532239
2023-10-15 23:52:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.4655259136895,24882725.0,0.0,287.26101697128985,-0.0011302126743532239
2023-10-15 23:52:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.4649186769442,24882755.0,0.0,287.2524526802019,-0.0011302126743532239
2023-10-15 23:53:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.46443016986257,24882785.0,0.0,287.2440756460584,-0.0011302126743532239
2023-10-15 23:53:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.46406206446875,24882815.0,0.0,287.23589066052597,-0.0011302126743532239
2023-10-15 23:54:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.46381563447056,24882845.0,0.0,287.22790251527135,-0.0011302126743532239
2023-10-15 23:54:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.4636916406132,24882875.0,0.0,287.2201160019611,-0.0011302126743532239
2023-10-15 23:55:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.4636907444118,24882905.0,0.0,287.21253591226207,-0.0011302126743532239
2023-10-15 23:55:35,1.0,0.8999999761581421,1.0,297.15,294.15,294.46381343065974,24882935.0,0.0,287.2051670378408,-0.0011302126743532239
2023-10-15 23:56:05,1.0,0.8999999761581421,1.0,297.15,294.15,294.46406000053,24882965.0,0.0,287.19801417036393,-0.0011302126743532239
